# First Pass Simulation (Up to date)
# 1833 data points written for 54 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (lb),Propellant mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (K),Air pressure (psi),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
84.191,2973.1,-470.24,0.095359,470.25,0.096242,5186.8,10.977,5186.8,0.12126,2.8605,0.013006,28.61,-80.584,0.99824,0.17961,7.514e-8,0.016355,-1.5852e-5,5.6305,0,21.897,0.05764,56.118,41.286,7.4162,0.42562,16274792,0,27.376,1.1712,1.1713,0.76757,0.26009,0.14355,0.039153,0.29012,-3.0322e-4,0,0,0,0,8.4716e-5,0.0018714,2,3.1416,-88.669,0.20699,NaN,282.26,13.187,1105.1,0.05,0.26404
84.241,2949.6,-470.09,0.095149,470.1,0.095368,5186.9,10.979,5186.9,0.12128,2.876,0.0064472,28.61,-80.584,0.99824,0.14099,7.2566e-8,0.033011,-4.0775e-5,5.6305,0,21.897,0.05764,56.169,41.286,7.4419,0.42545,16278816,0,27.376,1.1712,1.1713,0.76758,0.26008,0.14353,0.030655,0.22815,-3.3042e-4,0,0,0,0,3.4539e-4,0.0018708,2,3.1416,-88.741,0.22573,NaN,282.31,13.199,1105.1,0.05,0.26421
84.291,2926.1,-469.94,0.094746,469.94,0.095236,5187.1,10.981,5187.1,0.1213,2.8746,0.0096431,28.61,-80.584,0.99824,0.051485,7.1664e-8,0.043432,-1.543e-4,5.6305,0,21.897,0.05764,56.289,41.286,7.5019,0.42527,16282906,0,27.375,1.1712,1.1712,0.7676,0.26006,0.14351,0.011126,0.083177,2.724e-4,0,0,0,0,5.9824e-4,0.0018702,2,3.1416,-88.852,0.25721,NaN,282.35,13.21,1105.2,0.05,0.26442
84.341,2902.6,-469.78,0.094284,469.79,0.10284,5187.2,10.983,5187.2,0.12132,2.835,0.041062,28.61,-80.584,0.99825,0.11555,7.2071e-8,-0.04041,-4.5282e-5,5.6305,0,21.897,0.05764,56.203,41.286,7.4588,0.4251,16287365,0,27.378,1.1712,1.1712,0.76761,0.26005,0.14349,0.025079,0.18791,3.357e-4,0,0,0,0,-5.1821e-4,0.0018696,2,3.1416,-88.976,0.2991,NaN,282.4,13.222,1105.3,0.05,0.2646
84.391,2879.2,-469.63,0.094233,469.64,0.10772,5187.3,10.985,5187.4,0.12134,2.7568,0.052193,28.61,-80.584,0.99825,0.17855,7.5067e-8,-0.024039,-3.925e-5,5.6305,0,21.897,0.05764,56.119,41.286,7.4168,0.42492,16291414,0,27.381,1.1711,1.1712,0.76762,0.26004,0.14347,0.038918,0.28888,2.6017e-4,0,0,0,0,-1.835e-4,0.001869,2,3.1416,-89.07,0.33583,NaN,282.45,13.234,1105.4,0.05,0.26477
84.441,2855.7,-469.48,0.094267,469.49,0.10947,5187.5,10.988,5187.5,0.12136,2.6694,0.055664,28.61,-80.584,0.99825,0.19914,7.6617e-8,-0.0041187,-4.1622e-5,5.6305,0,21.897,0.05764,56.092,41.286,7.4032,0.42475,16295509,0,27.382,1.1711,1.1713,0.76763,0.26002,0.14345,0.043468,0.3215,-3.1397e-4,0,0,0,0,-5.3905e-6,0.0018684,2,3.1416,-89.111,0.34954,NaN,282.49,13.245,1105.5,0.05,0.26495
84.491,2832.2,-469.33,0.094332,469.34,0.1079,5187.6,10.99,5187.6,0.12138,2.5814,0.052385,28.61,-80.584,0.99825,0.1816,7.1876e-8,0.016044,-4.3805e-5,5.6305,0,21.897,0.05764,56.115,41.286,7.4147,0.42458,1.63e7,0,27.383,1.1711,1.1712,0.76764,0.26001,0.14343,0.039592,0.29348,-4.1653e-5,0,0,0,0,8.185e-5,0.0018678,2,3.1416,-89.093,0.33403,NaN,282.54,13.257,1105.6,0.05,0.26512
84.541,2808.7,-469.18,0.094544,469.18,0.10035,5187.7,10.992,5187.7,0.1214,2.5106,0.033645,28.61,-80.584,0.99826,0.083603,7.3931e-8,0.030398,-7.3045e-5,5.6305,0,21.897,0.05764,56.246,41.286,7.4801,0.4244,16303704,0,27.381,1.1711,1.1711,0.76765,0.26,0.14341,0.018106,0.13555,-1.3902e-4,0,0,0,0,2.9402e-4,0.0018672,2,3.1416,-89.024,0.29745,NaN,282.59,13.268,1105.7,0.05,0.26532
84.591,2785.3,-469.02,0.094719,469.03,0.098262,5187.9,10.994,5187.9,0.12142,2.4641,0.026149,28.61,-80.584,0.99826,0.037516,7.4247e-8,0.036208,-2.6005e-4,5.6305,0,21.897,0.05764,56.308,41.286,7.5112,0.42423,16308112,0,27.383,1.171,1.171,0.76766,0.25998,0.1434,0.0080993,0.060506,3.4177e-4,0,0,0,0,4.174e-4,0.0018666,2,3.1416,-88.928,0.25762,NaN,282.63,13.28,1105.8,0.05,0.26554
84.641,2761.8,-468.87,0.09505,468.88,0.095863,5188,10.996,5188,0.12144,2.4321,0.012462,28.61,-80.584,0.99826,0.040423,7.4312e-8,-0.036325,-2.7778e-4,5.6305,0,21.897,0.05764,56.304,41.286,7.5092,0.42406,16312376,0,27.385,1.171,1.171,0.76768,0.25997,0.14338,0.0087286,0.066041,2.0162e-4,0,0,0,0,-4.2037e-4,0.001866,2,3.1416,-88.822,0.22378,NaN,282.68,13.292,1105.9,0.05,0.26571
84.691,2738.4,-468.72,0.095648,468.73,0.096132,5188.1,10.998,5188.1,0.12146,2.4295,0.0096325,28.61,-80.584,0.99826,0.1575,7.2966e-8,-0.026059,-6.3633e-5,5.6305,0,21.897,0.05764,56.147,41.286,7.4307,0.42389,16316304,0,27.387,1.171,1.1711,0.76769,0.25996,0.14336,0.034281,0.25446,-2.9743e-5,0,0,0,0,-2.1649e-4,0.0018654,2,3.1416,-88.73,0.2027,NaN,282.72,13.303,1106,0.05,0.26596
84.741,2715,-468.56,0.095795,468.57,0.096496,5188.2,11,5188.2,0.12148,2.4495,0.011613,28.61,-80.584,0.99826,0.1717,7.2713e-8,-0.0080008,-5.9325e-5,5.6305,0,21.897,0.05764,56.128,41.286,7.4212,0.42372,16320526,0,27.389,1.171,1.1711,0.7677,0.25994,0.14334,0.037407,0.27776,4.4125e-4,0,0,0,0,-2.042e-5,0.0018647,2,3.1416,-88.681,0.1973,NaN,282.77,13.315,1106.1,0.05,0.26614
84.791,2691.5,-468.41,0.095579,468.42,0.095589,5188.3,11.002,5188.4,0.12149,2.461,0.001414,28.61,-80.584,0.99827,0.12187,6.897e-8,0.0076667,-6.0645e-5,5.6305,0,21.897,0.05764,56.194,41.286,7.4544,0.42355,16324827,0,27.389,1.171,1.171,0.76771,0.25993,0.14332,0.026461,0.19722,-4.1131e-4,0,0,0,0,1.8762e-5,0.0018641,2,3.1416,-88.682,0.20503,NaN,282.82,13.326,1106.2,0.05,0.26634
84.841,2668.1,-468.26,0.095409,468.26,0.095574,5188.5,11.004,5188.5,0.12151,2.4572,0.0056138,28.61,-80.584,0.99827,0.083858,7.006e-8,0.018281,-9.0091e-5,5.6305,0,21.897,0.05764,56.245,41.286,7.4798,0.42337,16328839,0,27.389,1.1709,1.171,0.76772,0.25992,0.1433,0.018161,0.13612,-1.6127e-4,0,0,0,0,1.0674e-4,0.0018635,2,3.1416,-88.72,0.22072,NaN,282.86,13.338,1106.3,0.05,0.26653
84.891,2644.7,-468.1,0.095423,468.11,0.095469,5188.6,11.006,5188.6,0.12153,2.4495,0.0029805,28.61,-80.584,0.99827,0.09071,7.0907e-8,0.027148,-1.2311e-4,5.6305,0,21.897,0.05764,56.236,41.286,7.4752,0.42319,16332425,0,27.389,1.1709,1.1709,0.76773,0.2599,0.14328,0.019654,0.14621,-8.1874e-5,0,0,0,0,2.3557e-4,0.0018629,2,3.1416,-88.785,0.2412,NaN,282.91,13.349,1106.3,0.05,0.2667
84.941,2621.3,-467.95,0.095031,467.96,0.097602,5188.7,11.008,5188.7,0.12155,2.4317,0.022255,28.61,-80.584,0.99827,0.012871,7.1041e-8,-0.032024,-8.8677e-4,5.6305,0,21.897,0.05764,56.341,41.286,7.5277,0.42302,16336511,0,27.389,1.1709,1.1709,0.76775,0.25989,0.14326,0.0027739,0.021386,-2.4702e-4,0,0,0,0,-3.28e-4,0.0018623,2,3.1416,-88.872,0.26542,NaN,282.96,13.361,1106.4,0.05,0.26689
84.991,2597.9,-467.8,0.094784,467.8,0.10316,5188.8,11.01,5188.8,0.12157,2.3801,0.040718,28.61,-80.584,0.99828,0.11183,7.1597e-8,-0.025171,-1.0189e-4,5.6305,0,21.897,0.05764,56.208,41.286,7.461,0.42285,16340594,0,27.392,1.1709,1.1709,0.76776,0.25988,0.14324,0.024264,0.18159,1.3853e-4,0,0,0,0,-2.0277e-4,0.0018617,2,3.1416,-88.956,0.28854,NaN,283,13.373,1106.5,0.05,0.26707
85.041,2574.5,-467.65,0.094701,467.65,0.10819,5189,11.012,5189,0.12159,2.3042,0.052315,28.61,-80.584,0.99828,0.17319,7.3131e-8,-0.0099475,-6.3333e-5,5.6305,0,21.897,0.05764,56.126,41.286,7.4201,0.42268,16344643,0,27.394,1.1709,1.171,0.76777,0.25986,0.14323,0.037735,0.28007,1.5776e-4,0,0,0,0,-3.169e-5,0.0018611,2,3.1416,-89.008,0.29913,NaN,283.05,13.384,1106.6,0.05,0.26726
85.091,2551.2,-467.49,0.094717,467.5,0.10912,5189.1,11.014,5189.1,0.12161,2.2172,0.054183,28.61,-80.584,0.99828,0.18238,7.0606e-8,0.0090235,-5.9746e-5,5.6305,0,21.897,0.05764,56.114,41.286,7.4139,0.4225,16348667,0,27.395,1.1708,1.171,0.76778,0.25985,0.14321,0.039762,0.29501,-4.3706e-4,0,0,0,0,2.6092e-5,0.0018605,2,3.1416,-89.01,0.29017,NaN,283.1,13.396,1106.7,0.05,0.2675
85.141,2527.8,-467.34,0.094913,467.35,0.10183,5189.2,11.016,5189.2,0.12163,2.1419,0.0369,28.61,-80.584,0.99828,0.093421,7.3567e-8,0.024056,-7.9025e-5,5.6305,0,21.897,0.05764,56.232,41.286,7.4733,0.42233,16352399,0,27.393,1.1708,1.1708,0.76779,0.25983,0.14319,0.020245,0.15108,-3.9858e-4,0,0,0,0,1.8556e-4,0.0018599,2,3.1416,-88.96,0.26537,NaN,283.14,13.407,1106.8,0.05,0.26769
85.191,2504.4,-467.19,0.095192,467.19,0.097429,5189.3,11.018,5189.3,0.12165,2.0962,0.02076,28.61,-80.584,0.99828,0.0063412,7.2639e-8,0.02904,-8.9901e-4,5.6305,0,21.897,0.05764,56.35,41.286,7.532,0.42215,16356278,0,27.393,1.1708,1.1708,0.7678,0.25982,0.14317,0.001366,0.0099651,3.1919e-6,0,0,0,0,2.7061e-4,0.0018593,2,3.1416,-88.882,0.23734,NaN,283.19,13.419,1106.9,0.05,0.26789
85.241,2481.1,-467.03,0.095563,467.04,0.095681,5189.4,11.02,5189.4,0.12167,2.0758,0.0047397,28.61,-80.584,0.99829,0.080453,7.3212e-8,-0.025124,-5.7877e-5,5.6305,0,21.897,0.05764,56.249,41.286,7.4819,0.42198,1.636e7,0,27.394,1.1708,1.1708,0.76781,0.25981,0.14315,0.017419,0.13062,1.0315e-4,0,0,0,0,-2.0268e-4,0.0018586,2,3.1416,-88.802,0.21513,NaN,283.23,13.43,1107,0.05,0.26809
85.291,2457.7,-466.88,0.095855,466.88,0.095995,5189.5,11.022,5189.5,0.12169,2.0772,0.0051864,28.61,-80.584,0.99829,0.13438,7.3916e-8,-0.013529,-2.1984e-5,5.6305,0,21.897,0.05764,56.177,41.286,7.4458,0.4218,16364010,0,27.395,1.1707,1.1708,0.76783,0.25979,0.14313,0.029201,0.21763,3.2552e-4,0,0,0,0,-5.8812e-5,0.001858,2,3.1416,-88.745,0.2025,NaN,283.28,13.442,1107.1,0.05,0.26828
85.341,2434.4,-466.73,0.096112,466.73,0.097217,5189.6,11.023,5189.6,0.1217,2.0934,0.014615,28.61,-80.584,0.99829,0.18178,7.432e-8,0.0030769,-1.7167e-5,5.6305,0,21.897,0.05764,56.114,41.286,7.4142,0.42162,16367668,0,27.396,1.1707,1.1708,0.76784,0.25978,0.14311,0.039628,0.2938,4.9434e-4,0,0,0,0,3.0439e-6,0.0018574,2,3.1416,-88.729,0.20112,NaN,283.33,13.453,1107.2,0.05,0.26852
85.391,2411.1,-466.57,0.096003,466.58,0.096711,5189.7,11.025,5189.7,0.12172,2.1163,0.011678,28.61,-80.584,0.99829,0.16418,7.3592e-8,0.021665,-4.7078e-5,5.6305,0,21.897,0.05764,56.137,41.286,7.4259,0.42145,16371379,0,27.396,1.1707,1.1708,0.76785,0.25977,0.14309,0.035749,0.26574,-2.9848e-4,0,0,0,0,1.5102e-4,0.0018568,2,3.1416,-88.765,0.21307,NaN,283.37,13.465,1107.3,0.05,0.26871
85.441,2387.7,-466.42,0.095666,466.42,0.095666,5189.8,11.027,5189.8,0.12174,2.1267,2.1172e-4,28.61,-80.584,0.9983,0.1003,7.4483e-8,0.035709,-7.3432e-5,5.6305,0,21.897,0.05764,56.223,41.286,7.4685,0.42127,16375082,0,27.395,1.1707,1.1707,0.76786,0.25975,0.14307,0.021745,0.16151,-3.0016e-4,0,0,0,0,4.1054e-4,0.0018562,2,3.1416,-88.849,0.23678,NaN,283.42,13.476,1107.4,0.05,0.2689
85.491,2364.4,-466.26,0.095228,466.27,0.097498,5189.9,11.029,5189.9,0.12176,2.1108,0.020916,28.61,-80.584,0.9983,0.014588,7.5498e-8,-0.040418,-5.4433e-4,5.6305,0,21.897,0.05764,56.338,41.286,7.5263,0.4211,16378914,0,27.394,1.1707,1.1707,0.76787,0.25974,0.14305,0.0031442,0.024031,4.5332e-5,0,0,0,0,-5.2631e-4,0.0018556,2,3.1416,-88.961,0.27021,NaN,283.47,13.488,1107.4,0.05,0.26911
85.541,2341.1,-466.11,0.095007,466.11,0.10215,5190,11.031,5190,0.12178,2.0628,0.037521,28.61,-80.584,0.9983,0.10665,7.4651e-8,-0.033707,-7.817e-5,5.6305,0,21.897,0.05764,56.214,41.286,7.4642,0.42092,16382648,0,27.395,1.1706,1.1707,0.76788,0.25972,0.14303,0.023131,0.17319,4.6089e-4,0,0,0,0,-3.6629e-4,0.001855,2,3.1416,-89.069,0.30733,NaN,283.51,13.499,1107.5,0.05,0.26929
85.591,2317.8,-465.96,0.095002,465.96,0.10254,5190.1,11.033,5190.1,0.1218,1.9997,0.038577,28.61,-80.584,0.9983,0.1192,7.4855e-8,-0.021277,-7.5525e-5,5.6305,0,21.897,0.05764,56.197,41.286,7.4558,0.42074,16386126,0,27.395,1.1706,1.1707,0.7679,0.25971,0.14301,0.025876,0.19348,1.4563e-4,0,0,0,0,-1.4605e-4,0.0018544,2,3.1416,-89.148,0.33599,NaN,283.56,13.511,1107.6,0.05,0.2695
85.641,2294.5,-465.8,0.094974,465.81,0.10485,5190.2,11.035,5190.2,0.12182,1.9335,0.044428,28.61,-80.584,0.99831,0.15163,7.5873e-8,-0.0073083,-7.181e-5,5.6305,0,21.897,0.05764,56.154,41.286,7.4341,0.42057,1.639e7,0,27.396,1.1706,1.1707,0.76791,0.2597,0.14299,0.032988,0.24515,-5.188e-7,0,0,0,0,-1.7243e-5,0.0018537,2,3.1416,-89.19,0.34471,NaN,283.6,13.522,1107.7,0.05,0.26967
85.691,2271.2,-465.65,0.095002,465.66,0.10389,5190.3,11.037,5190.3,0.12184,1.8625,0.04205,28.61,-80.584,0.99831,0.13987,7.4438e-8,0.0083712,-6.3772e-5,5.6305,0,21.897,0.05764,56.169,41.286,7.4419,0.42039,16393610,0,27.396,1.1706,1.1706,0.76792,0.25968,0.14297,0.030404,0.22651,-1.116e-5,0,0,0,0,2.2637e-5,0.0018531,2,3.1416,-89.188,0.33044,NaN,283.65,13.534,1107.8,0.05,0.26985
85.741,2247.9,-465.5,0.095106,465.5,0.099941,5190.4,11.039,5190.4,0.12185,1.8031,0.03071,28.61,-80.584,0.99831,0.080373,7.3747e-8,0.020162,-1.0739e-4,5.6305,0,21.897,0.05764,56.249,41.286,7.4818,0.42022,16397292,0,27.395,1.1706,1.1706,0.76793,0.25967,0.14296,0.017401,0.12969,1.2408e-4,0,0,0,0,1.3141e-4,0.0018525,2,3.1416,-89.146,0.30106,NaN,283.7,13.545,1107.9,0.05,0.27002
85.791,2224.7,-465.35,0.095281,465.35,0.09691,5190.5,11.041,5190.5,0.12187,1.7642,0.017692,28.61,-80.584,0.99831,0.009819,7.307e-8,0.024828,-7.4507e-4,5.6305,0,21.897,0.05764,56.344,41.286,7.5294,0.42004,16401011,0,27.394,1.1705,1.1705,0.76794,0.25966,0.14294,0.0021156,0.015471,-2.2769e-4,0,0,0,0,1.9939e-4,0.0018519,2,3.1416,-89.08,0.27015,NaN,283.74,13.557,1108,0.05,0.2702
85.841,2201.4,-465.19,0.095415,465.2,0.096113,5190.6,11.042,5190.6,0.12189,1.7416,0.011563,28.61,-80.584,0.99831,0.027275,7.3185e-8,-0.023637,-2.6275e-4,5.6305,0,21.897,0.05764,56.321,41.286,7.5175,0.41987,16404883,0,27.395,1.1705,1.1705,0.76795,0.25964,0.14292,0.0058837,0.044583,2.7679e-4,0,0,0,0,-1.8084e-4,0.0018513,2,3.1416,-89.009,0.24711,NaN,283.79,13.568,1108.1,0.05,0.27041
85.891,2178.1,-465.04,0.095836,465.04,0.096294,5190.7,11.044,5190.7,0.12191,1.7383,0.0093833,28.61,-80.584,0.99832,0.13577,7.4435e-8,-0.015561,-5.0638e-5,5.6305,0,21.897,0.05764,56.175,41.286,7.4446,0.41969,16408336,0,27.396,1.1705,1.1706,0.76796,0.25963,0.1429,0.029503,0.21978,1.0924e-4,0,0,0,0,-7.843e-5,0.0018507,2,3.1416,-88.951,0.23396,NaN,283.83,13.58,1108.2,0.05,0.27058
85.941,2154.9,-464.88,0.095833,464.89,0.096165,5190.8,11.046,5190.8,0.12193,1.7555,0.0079807,28.61,-80.584,0.99832,0.13106,7.2659e-8,-5.9097e-4,-4.624e-5,5.6305,0,21.897,0.05764,56.181,41.286,7.4477,0.41952,16412120,0,27.396,1.1705,1.1705,0.76798,0.25962,0.14288,0.028472,0.21176,2.184e-5,0,0,0,0,-1.1319e-7,0.0018501,2,3.1416,-88.928,0.23431,NaN,283.88,13.591,1108.3,0.05,0.27076
85.991,2131.7,-464.73,0.095878,464.73,0.096544,5190.8,11.048,5190.9,0.12195,1.7702,0.01132,28.61,-80.584,0.99832,0.14566,7.2141e-8,0.013566,-3.1897e-5,5.6305,0,21.897,0.05764,56.161,41.286,7.4379,0.41935,16415609,0,27.396,1.1705,1.1705,0.76799,0.2596,0.14286,0.031675,0.23555,-7.2829e-5,0,0,0,0,5.9687e-5,0.0018495,2,3.1416,-88.946,0.2449,NaN,283.93,13.603,1108.4,0.05,0.27093
86.041,2108.4,-464.58,0.09567,464.58,0.095749,5190.9,11.05,5190.9,0.12196,1.784,0.0038755,28.61,-80.584,0.99832,0.10374,7.3361e-8,0.027106,-6.7029e-5,5.6305,0,21.897,0.05764,56.217,41.286,7.4659,0.41917,16419161,0,27.395,1.1704,1.1705,0.768,0.25959,0.14284,0.022494,0.1675,4.7571e-4,0,0,0,0,2.3846e-4,0.0018489,2,3.1416,-89.005,0.26541,NaN,283.97,13.614,1108.5,0.05,0.27111
86.091,2085.2,-464.42,0.095249,464.43,0.097334,5191,11.052,5191,0.12198,1.7724,0.020039,28.61,-80.584,0.99833,0.022656,7.3748e-8,-0.031776,-2.7449e-4,5.6305,0,21.897,0.05764,56.327,41.286,7.5206,0.419,16422973,0,27.395,1.1704,1.1704,0.76801,0.25958,0.14282,0.0048857,0.037302,-4.4567e-4,0,0,0,0,-3.279e-4,0.0018482,2,3.1416,-89.093,0.29818,NaN,284.02,13.626,1108.5,0.05,0.27128
86.141,2062,-464.27,0.095051,464.27,0.10251,5191.1,11.054,5191.1,0.122,1.7241,0.038378,28.61,-80.584,0.99833,0.12062,7.4478e-8,-0.023838,-4.5651e-5,5.6305,0,21.897,0.05764,56.195,41.286,7.4546,0.41883,16426685,0,27.396,1.1704,1.1704,0.76802,0.25956,0.1428,0.026184,0.19543,1.7832e-4,0,0,0,0,-1.8467e-4,0.0018476,2,3.1416,-89.175,0.33298,NaN,284.06,13.637,1108.6,0.05,0.27149
86.191,2038.8,-464.12,0.094953,464.12,0.11136,5191.2,11.055,5191.2,0.12202,1.6463,0.058187,28.61,-80.584,0.99833,0.22097,7.6597e-8,-0.0059334,-2.6183e-5,5.6305,0,21.897,0.05764,56.061,41.286,7.3879,0.41867,16430586,0,27.4,1.1704,1.1705,0.76803,0.25955,0.14279,0.048296,0.35721,-4.9998e-4,0,0,0,0,-1.1448e-5,0.001847,2,3.1416,-89.22,0.3518,NaN,284.11,13.649,1108.7,0.05,0.27167
86.241,2015.6,-463.96,0.094944,463.97,0.11198,5191.3,11.057,5191.3,0.12204,1.549,0.059365,28.61,-80.584,0.99833,0.22504,7.7294e-8,0.018144,-8.2384e-6,5.6305,0,21.897,0.05764,56.056,41.286,7.3852,0.4185,16434313,0,27.401,1.1703,1.1705,0.76804,0.25954,0.14277,0.049198,0.36331,-9.4088e-5,0,0,0,0,1.0712e-4,0.0018464,2,3.1416,-89.202,0.33948,NaN,284.16,13.66,1108.8,0.05,0.27184
86.291,1992.4,-463.81,0.094975,463.81,0.107,5191.3,11.059,5191.4,0.12206,1.4606,0.049291,28.61,-80.584,0.99833,0.16859,7.5525e-8,0.038996,9.8681e-7,5.6305,0,21.897,0.05764,56.131,41.286,7.4225,0.41833,16438056,0,27.399,1.1703,1.1704,0.76805,0.25952,0.14275,0.036717,0.27212,4.2564e-4,0,0,0,0,4.9512e-4,0.0018458,2,3.1416,-89.119,0.3013,NaN,284.2,13.672,1108.9,0.05,0.27202
86.341,1969.2,-463.66,0.095304,463.66,0.097316,5191.4,11.061,5191.4,0.12207,1.4033,0.019687,28.61,-80.584,0.99834,0.011093,7.6255e-8,0.048961,5.0672e-5,5.6305,0,21.897,0.05764,56.342,41.286,7.5283,0.41815,16441492,0,27.396,1.1703,1.1703,0.76807,0.25951,0.14273,0.0023901,0.017459,-7.4825e-5,0,0,0,0,7.8102e-4,0.0018452,2,3.1416,-88.989,0.2547,NaN,284.25,13.683,1109,0.05,0.27219
86.391,1946,-463.5,0.095726,463.51,0.095728,5191.5,11.063,5191.5,0.12209,1.3889,5.6492e-4,28.61,-80.584,0.99834,0.096209,7.6981e-8,-0.043828,-7.2479e-6,5.6305,0,21.897,0.05764,56.227,41.286,7.4708,0.41798,16445180,0,27.397,1.1703,1.1703,0.76808,0.2595,0.14271,0.020851,0.15598,-1.9317e-4,0,0,0,0,-6.2625e-4,0.0018446,2,3.1416,-88.854,0.21798,NaN,284.29,13.694,1109.1,0.05,0.27245
86.441,1922.8,-463.35,0.096066,463.35,0.096568,5191.6,11.064,5191.6,0.12211,1.3974,0.0098392,28.61,-80.584,0.99834,0.15703,7.7275e-8,-0.03024,-1.6946e-5,5.6305,0,21.897,0.05764,56.146,41.286,7.4302,0.41782,16448936,0,27.399,1.1703,1.1704,0.76809,0.25948,0.14269,0.034173,0.25395,1.8888e-4,0,0,0,0,-2.9832e-4,0.001844,2,3.1416,-88.746,0.19579,NaN,284.34,13.706,1109.2,0.05,0.27267
86.491,1899.7,-463.2,0.09649,463.2,0.099406,5191.6,11.066,5191.6,0.12213,1.4245,0.0239,28.61,-80.584,0.99834,0.23062,7.4996e-8,-0.010015,-1.949e-5,5.6305,0,21.897,0.05764,56.048,41.286,7.3814,0.41764,16452327,0,27.401,1.1702,1.1704,0.7681,0.25947,0.14267,0.050437,0.37265,-2.1263e-4,0,0,0,0,-3.2743e-5,0.0018433,2,3.1416,-88.687,0.18696,NaN,284.39,13.717,1109.3,0.05,0.2729
86.541,1876.5,-463.04,0.096324,463.04,0.098123,5191.7,11.068,5191.7,0.12215,1.4615,0.0187,28.61,-80.584,0.99834,0.20499,7.3221e-8,0.013533,-1.8291e-5,5.6305,0,21.897,0.05764,56.082,41.286,7.3983,0.41747,16455880,0,27.4,1.1702,1.1704,0.76811,0.25946,0.14266,0.044754,0.33144,-2.7173e-5,0,0,0,0,5.9822e-5,0.0018427,2,3.1416,-88.692,0.19002,NaN,284.43,13.729,1109.4,0.05,0.27321
86.591,1853.4,-462.89,0.096074,462.89,0.096997,5191.8,11.07,5191.8,0.12216,1.4871,0.013352,28.61,-80.584,0.99835,0.17281,7.2451e-8,0.033193,-1.6465e-5,5.6305,0,21.897,0.05764,56.125,41.286,7.4196,0.41729,16459129,0,27.398,1.1702,1.1703,0.76812,0.25944,0.14264,0.037647,0.27914,-2.756e-4,0,0,0,0,3.6016e-4,0.0018421,2,3.1416,-88.76,0.20276,NaN,284.48,13.74,1109.5,0.05,0.27357
86.641,1830.2,-462.73,0.095421,462.73,0.096085,5191.8,11.071,5191.9,0.12218,1.491,0.01127,28.61,-80.584,0.99835,0.041411,7.2703e-8,0.045082,-4.8379e-5,5.6305,0,21.897,0.05764,56.301,41.286,7.5076,0.41712,16462670,0,27.396,1.1702,1.1702,0.76813,0.25943,0.14262,0.008941,0.066252,4.5429e-4,0,0,0,0,6.648e-4,0.0018415,2,3.1416,-88.875,0.22474,NaN,284.52,13.752,1109.6,0.05,0.27384
86.691,1807.1,-462.58,0.094963,462.58,0.10251,5191.9,11.073,5191.9,0.1222,1.4504,0.038604,28.61,-80.584,0.99835,0.10565,7.2163e-8,-0.041508,-2.6081e-5,5.6305,0,21.897,0.05764,56.214,41.286,7.4644,0.41695,16466250,0,27.396,1.1702,1.1702,0.76814,0.25942,0.1426,0.02291,0.1711,-7.5049e-5,0,0,0,0,-5.6395e-4,0.0018409,2,3.1416,-89.003,0.2539,NaN,284.57,13.763,1109.6,0.05,0.27422
86.741,1784,-462.43,0.094817,462.43,0.10954,5192,11.075,5192,0.12222,1.3735,0.054858,28.61,-80.584,0.99835,0.19388,7.3797e-8,-0.02529,-2.211e-5,5.6305,0,21.897,0.05764,56.097,41.286,7.4056,0.41678,1.647e7,0,27.398,1.1701,1.1703,0.76816,0.2594,0.14258,0.042295,0.3136,-2.6821e-4,0,0,0,0,-2.0948e-4,0.0018403,2,3.1416,-89.101,0.28062,NaN,284.62,13.775,1109.7,0.05,0.27441
86.791,1760.9,-462.27,0.09481,462.28,0.10958,5192.1,11.077,5192.1,0.12223,1.2832,0.054939,28.61,-80.584,0.99836,0.19818,7.6616e-8,-0.0042069,-1.1958e-5,5.6305,0,21.897,0.05764,56.091,41.286,7.4027,0.4166,16472931,0,27.397,1.1701,1.1703,0.76817,0.25939,0.14256,0.043247,0.3203,7.4014e-5,0,0,0,0,-5.8007e-6,0.0018397,2,3.1416,-89.143,0.29224,NaN,284.66,13.786,1109.8,0.05,0.27465
